text,label
No run game,2
<em>gestures broadly</em>,4
Our O-line continues to be a massive liability.,2
Georgia Tech was really good for 3 of the quarters of the game. But 2nd quarter Georgia Tech eats glue,3
"Genuinely, where should I begin?",2
At least we didn’t lose to the bye week,4
Billy boy..thats it,4
Drones. Bench him.,2
I'm just happy to have my Saturday's completely free.,4
We bad. Reallllll bad.,1
Secondary is ass,1
Ya know. I think I’ll sit this one out this week!,3
our run game needs a LOT of work,3
We need a running game.,3
This 41-7 loss was our best showing of the year,2
I was telling my father that Illinois was good again and was going to prove it against Indiana in a close game. My father texted me after the first quarter to tell me I’m not trustworthy,2
Im close to overdosing on hopium rn,6
Somehow Reuben Bain isn't #1 on draft big boards and that's bullshit,4
Our defense has as much stopping power as a wet paper bag,2
"I mean we can't run and even when we can run we take sacks so that the stats say that we still can't run. We have the ball first and goal from the one after actually running so hey let's run a long developing pass play that results in Sellers taking a 20 yard sack and oh shit my bad this comment was called for 20 false starts, a hold, and probably a targeting that the refs overturned for some reason. Anyone and everyone can run through us because it sounds like the team has decided why tackle when you can just launch yourself aimlessly and for fuck's sake Shane's tenure has been marred by inconsistency so hey why work to fix that 14 penalties and 40 missed tackles atop some shit ass playcalling and someone a worse OL than Rattler got fuck off.",1
Ouch.,2
"It should be possible to hold a 10+ lead for the last five minutes of a game.  I’ve seen other teams do it, UConn.  It is feasible.",6
For UCF(undergrad)- we should have fucking fired Malzahn earlier. No other complaints   Uf(grad and former employer)- fuck sling blade. Also DJ lagway needs to start learning how to block as a tight end cause that dude is not a qb,1
Chris Ash needs to be fired into the sun. We have an insanely good offense and we’re gonna waste it giving up 35 points per game,1
Wisconsin fans don’t even have the will to complain on this thread. Fire Fickell please.  Signed: a preseason Fickell defender,1
*slams head into wall repeatedly,0
Looks like gameday will not be coming to Illinois.   Bummer.,3
We lost to Cal last week,3
"I only ever get to enjoy the first couple weeks of the season before the inevitable embarrassment. Justin Wilcox has been the Cal coach for 9 years with a losing record... let Ron Rivera coach, hell, at this point let Marshawn Lynch coach!",1
Sam Houston is so bad people are making fun of us for winning 55-0,2
I would complain but the refs won’t see it.,3
Hugh Freeze*  *Not that I identify as an Auburn fan anymore. I cannot bring that shame into my household or onto my family.,2
All good on both fronts tbh,6
Week 4 Byes are a little early methinks.,4
Our secondary is lucky that most of our opponents go route WR's have bricks for hands.,2
I’m a Rutgers fan that….. I think enough is said,3
😑🔫,0
Narduzzi should be in jail for losing to this WVU team,1
"New OC, same as the old OC.",3
<h1>OH MY GOD WHERE DO I EVEN START</h1>,2
"Morton is 100% the starter because of McGuires mentor relationship with him and friendship with his dad through the Texas High School Coaches Association. It’s time for Hammond to be the starter. Micah Hudson was a big fish in a small tank thus a ⭐️⭐️⭐️⭐️⭐️, but Will Hammond is the best recruit in program history.",1
"I’m upset Behren Morton got hurt and Hammond played lights out.   Now a good chunk of our fanbase wants to move on from our Qb#1. Hammond is the future, but he is inconsistent. It’s one thing to come in halfway through a game fresh, it’s another to consistently come out and perform when the defense is scouted to your playstyle.",3
"The defense is garbage full of fetid meat on a hot day covered with black flies.  Three sacks the whole season is indicative of the lack of production from the line.  The linebackers are lost in coverage.  Except Leonard Moore, every CB has a “throw at me” sign on their jersey.  The coordinator is a grab bagging charlatan.",1
"If we beat a team they weren’t good enough to be a quality win. If we lose, we get branded as “the team that can’t beat any actually decent teams”",2
<h1><em>11pm</em> Was our kickoff time?</h1>  Fuck you Fox,1
"Not a team, but the ACC is a fucking dumpster fire. Tired of teams getting beat by OOC opponents they literally have no business losing to. Not sure this conference can afford 2 years of horrific out of conference records before its reputation completely tanks. Better hope for stronger postseason…",1
Finally benched our 3rd year QB whose still making the same mistakes form season 1. And guess what? Our offense actually looked ok!,6
We had hope and our hope has expectedly been dashed,2
This might be the worst front seven UW has had since 0-12.,2
Why did we need a last second FG to win when we had a +3 turnover margin?,4
We might go .500 in the Big Sky,3
"Believe it or not, wide receivers are usually supposed to catch the football occasionally in addition to their normal run blocking duties…",2
our pass defense couldn’t stop a nosebleed and it seems like the offense is what is going to carry this team to any kind of success,3
I turned off the game to watch Swamp Kings on Netflix just so I could feel something again. Then I passed out in a drunken stouper because of Sun Belt Billy pissing me the hell off. FML,1
whats defense,2
No,3
Where are the receivers??,2
WTF was that 2nd quarter? We go out moving the ball great the first quarter and shutting down temple but then we just stop. We’re going into conference play now so Key needs to get consistency drilled into the guys otherwise they’ll drop games they shouldn’t.,1
The teams we beat fucking suck!,4
CATCH THE DAMN BALL,1
"This never should have been a 1 score game, but it’s easy mistakes that can fixed. Michigan has to call timeout before half to force a punt instead they let them rip a free Hail Mary for 7. 2nd half Michigan forces a 3 and out but our Db decides to taunt NEB and they get an automatic first down which leads to them getting points. You just can’t do that shit.",4
We’re probably gonna start Behren still,3
I hope our main billionaire isn’t discouraging our other billionaires from donating 🥲,2
The Big Ten teams are going to eat this defense alive,2
"I think our flairs are still asleep. We got the doors blown off us last night. It’s like we went on holiday to San Diego instead of focusing, preparing, and showing up to play the game. We’ve been burned again by a good start to the season.   My god Cal just regressed in all 3 phases and looked like a completely different team from the last 3 weeks.",2
I saw sark taking photos of my face while I was in the bathroom so that was strange,4
-7 rushing yards...WTF Shane!!!,2
Clemson sucks. That is all.,2
No I don’t think I will,3
"Honestly with the way San Diego State looked against Cal in the first half, especially after forcing a turnover on downs on the first Cal drive that ended at the SDSU 2, that game was over at halftime and they were down only 13-0.  Wilcox teams might be able to hold off teams after building up a multiple-score lead (and not even against Miami last year) but not since 2018 (aside from the 2022 Big Game) has a Wilcox team  shown resiliency in coming back from being down big, with the exception of Oregon State in 2023 but that defense was just ass against DJU and they just couldn't keep up.  Now Cal is back in its familiar place as a laughingstock and making fanbases of other teams wonder if they are that bad considering how they managed to lose to Kal  2022 CU  2024 FSU  2025 SDSU",2
I’m in danger,2
FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK,0
We are wasting talent and are going to lose momentum in recruiting and we’ll start the whole process over again.,2
Does anything ever change?,3
"Bad play offensive play calling, defense needs to do a better job with coverage",3
"I would complain about the UC Bearcats, but they're the UC Bearcats....",3
"Only complaint was some nervousness about Castellanos getting possibly injured. But he's fine, so im good",6
Both my teams didn’t play this week,4
"a ten point lead over a competitive team has never been grounds to go into four minute offense for two quarters. play to win the game, FOR ALL FOUR QUARTERS",4
There’s not much to even say at this point.,3
"We have an offense that is capable of winning 8+ games.      Our defense and specials teams are so bad, that it leaves no margin for error and is going to force shootouts every week.  Seems like another 6-6 kinda season.",4
SDSU is better than us??? I'm gonna crash out 😭,1
Do I have to?  Ugh..,3
"Where does one even begin? Our QB is a fraud, the Defense looks decent at times, and then hilariously bad in others, the offense is lost, I’m seeing our Football coach finagle with a 25 year old on national television, Freddie Kitchens is a football terrorist, there’s no end in sight, and we play FUCKING CLEMSON in two weeks, who sucks, humiliating the ACC even further. Goddammit.",1
If play calling really is Billy's favorite part of the game then by all means he should continue to do it -- somewhere else.    Let him take his big giant pile of money and go call plays at a level where he can be successful. This ain't it.    If he had just hired a decent OC we might not need to have this conversation. But I think it's too late for that now.,2
Our run D wasn't great and the attempts at long passes were not working,2
"How much time do you have?   FINALLY have a guy under center who oozes potential and has an arm as good as anyone and we can’t block more than .5 seconds for him? Some delusional gamecock fans will try to pin last nights loss on Sellers (I’ve seen it in my teams sub) as if he isn’t the ONLY reason we only lost by 9 last night. Yeah he made some bad throws here and there. What do you expect when you have an offensive line made of Swiss cheese?  I refuse to believe it’s a talent issue. Beamer should’ve given Teasley the boot 2 years ago and promoted Elliot back to the position. And then our defense doesn’t know how to tackle and let’s not one but two running backs rush for 280 on us. Not to mention all the penalties we had. Just undisciplined all around.   Then ofc we still have Mike fucking Shula. Tell me, your quarterback gets us down to the 1 yard line and then you follow it up by having us go backwards 20 yards. Just fucking pathetic",1
"The defense playcalling on 3rd and long has been atrocious, Brian Ward will never learn. Other than the 3rd and long situations, defense has played well this season.  I want Dilly to take over the offense playcalling, Arryo’s playcalling has no creativity and the offense somehow stalled a lot in the redzone yesterday.",4
Defense needs to be more elite if we want to show up in the playoffs,6
It’s a miracle that our eight false start penalties didn’t lose us the game. Wtf was that.,2
Going to be another disappointing year that “seems” better than it is because our schedule is an absolute cupcake factory. This is the year OSU will be back on top and I haven’t yet come to terms with that.,2
We suck. I thought Fickell was a great hire. It's not working here and it sucks. Sigh,2
"I’m still white-knuckling the couch every weekend waiting for the other shoe to drop, but so far my teams are looking good.",1
Hmm,4
Where do I start?,3
"I’m super proud of the Frogs being undefeated at this point, but the offensive line has to plan meaner and cleaner or it could bite us badly later on. Hoover who is a star threw some of the most questionable balls yesterday with many sailing high above tall guys or five yards out of bounds it was a generally confusing performance. The Defensive line is playing too soft in the middle leading to rushes that shouldn’t get half the yards they do and on pass defense they need to put in more work on sticking to their man as they have been abused at times and our starting kicker needs to get healthy. Discipline needs to be instilled. I get that emotions are high when you make a great athletic play but you have to celebrate with your team not in the face of the guy you beat. Carroll’s penalty after a 3rd down stop deflated the defense as they had done what they needed to do and he got in the receivers face while he was on the ground the defense was so disappointed and tired they went on to let up a score.",4
"Same old fucking Cal. Look decent for the first few games, then completely faceplant. I shouldn't be surprised by now.",1
Our starting D gave up a touchdown for the first time all season!,3
What does the defense do during practice?,2
Gus Malzahn would make a great offensive coordinator at Auburn…,6
We don't have any real leaders on our team and our best defensive end when things don't go his way is a giant man child,1
Everyone gets better from last week and the only guy we have that’s making any significant money shit the bed completely.,1
"Chris Ass is a god awful DC, it's clear something happened during the break because second half defense started stunting at the line and bringing actual pressure beyond 4 man fronts that go nowhere. I'm wondering if Freeman took away play calling from him because it looked night and day different.   Our offense FINALLY looks modern and deadly and our defense decides to fall completely off the planet. What the fuck.",1
UW’s defense is looking spotty.  I’ve got a bad feeling about how many points Ohio State will put up at Montlake next week.,2
Chris Ash eats his chicken wings with a fork and knife,3
"No, I don’t think I will. I have no complaints about either team. The refs however…",3
When’s the complain about the refs thread… but really Jackson Arnold needs to get the ball out faster and we can’t take 10 sacks and expect to win.,1
Stopping the run doesn't mean letting them throw for 300 yards instead lol.,2
Our coaching staff play calls have always been horrendous. We could have made it to where ASU would have tied the game on the last kick if we didn’t piss away easy field goals at the start of the game by always going for it on 4th. The wins we have rely on dumb luck or a handful of players refusing to lose. This week our running back refused to lose but his effort wasn’t enough to beat our coaches. If you could drink in a Baylor game it would be “take a drink for anytime the fans wonder why they chose that play to run”   What upsets me the most is we have potential to be so good too,1
If our corner backs didnt have butterfingers we would have scored another 14 points. Unacceptable,1
We still haven’t played anybody yet,3
I fucking hate Mike Shula,1
Pain.,2
-9 rushing yards 🤔,2
"Cal - people started looking at their schedule and discussing the possibility of an undefeated season. Seeing as though I'm a Cal fan and knew better, I wasn't expecting a 30 point loss to the Aztecs of San Diego State. This team continues to find ways to impress me.",2
Gestures broadly,4
Is it over yet.,2
Where do I start.,2
We had one play and it didn’t work.,2
I'm gonna hide-strap Chris Ash's ass to a pine rail and send him up the Monon Line.  3-0 and top 5 team if NDs defense wasn't so atrocious.  Good thing IU is now a football school.,1
"We are wasting an amazing offense, containing two of the best running backs in the country, with a frustratingly terrible Def. Coordinator. One of the best defenses in the country last year. Absolute trash this year. Ash out!",1
"I won’t complain too much, but 6 drops won’t get it done against most BIG10 competition.",2
I was told that Nussmeier is elite. So far only the defense has been elite.,3
I'm fucking annoyed we're playing Warshington in October after a bye week instead of September.  October Terps are a disappointment.,2
Arghghfhrhfhfiirjfhfhehfhfhfhhfhfhfehrhghgjfhfhfhdhdfgh!!!!,4
I hate Derek Mason as a coach more and more each passing week.,2
"Ngl, this is the best cal poly has looked in like 5 years this year, even though we are 2-0.",6
FSU and Hail State remain undefeated while Clemson and Auburn both lost…good vibes.,6
"Fucking one score loss, same as it ever was.",1
It's time for hockey,2
"Negotiate with the state of WA to cancel the remaining 3 games of the Apple Cup contract, there's a reason I didn't care about it yesterday and not even remotely sad about us losing: the result was predictable and will be so long as one team will continue to have more resources. No point is making the Apple Cup a big deal when you know you're at a clear disadvantage.",4
70 was alright but we wanted 100,4
"Tackling is still extremely suspect, but all around I can’t complain much.",3
"Can’t about our team yet, but our schedule takes a beating every week.",3
Dr. Heimlich is still performing the Heimlich maneuver on Pitt to no success.,2
"What the absolute fuck was that first half defense for Iowa? We finally get an offense that, dare I say it, can move the ball, but the defense gets carved apart like a Christmas ham. They better get things straightened out before Indiana gets there or it's going to be a long season. (A Kirk Ferentz patented 8-5 season coming up)",1
So much for any hope the replacement OL would be competent. And why didn't our defense board the flight to Virginia? This is such a wasted season...,1
Sawvel had no sense of urgency with clock management in the 4th quarter,1
"O-Line needs to tighten up and open things up more for the run game moving forward, especially with Penn State coming up next week. Defense needs to step up and stop allowing people to be wide open with no attempts being made at all to break up the pass. I don't care how little we held Oregon State and others to, it's unacceptable.",0
"<em>”O run d, where art thou?”</em>",2
Just once I would enjoy watching a football team I root for have a double digit lead in the 4th quarter and NOT worry about blowing it,1
Sloppy ass game by our center and some frustrating play in the passing game. Also Marty Brown never stopped his forward progress that was a suspiciously quick whistle. Even then we needed to finish the drive in spite of it. I'm so mad we let the Gators hang around that close and couldn't shut them out,0
"None, we're trending up!",8
No complaints but check in with me next week,6
Chris Ass,2
Buckeyes didn’t even show up this week.,2
"Mike Bobo has got to go, his offense scored zero points yesterday!",2
"Its time to consider Caden Durham is probably our RB3, not RB1.",4
"No run game, offense stalled out bad, a ton of 3 and outs. Still no turnovers, dropped 2 ints, 1 wouldve gone for 6.",2
I like that we have weapons on offense and can be cautiously optimistic about the defense despite losing Stanquan Clark.  I do not like that Miller Moss sniffs out the blitz about as effectively as Anthony Richardson.,3
"Our offense seems timid. Our O-line is pretty banged  up and looking rough. And we enjoy shooting ourselves in the foot when we have momentum.    We probably shouldn’t have won that game (despite getting 10 sacks for massive losses).    We need some damn turnovers. Defense has greasy gamer fingers when it comes to tips and bad passes. A very realistic 3 (with a tipped-floater through the hands, my lord) picks were possible yesterday, we got 0. So frustrating.  Don’t get me started on the run game..",2
We have to play Indiana next………. Words I never thought I’d fear but here we are.,3
I guess secondaries are optional?,2
"Did we lose to the refs? Yes. Did we also take 10 sacks and have each o lineman commit a penalty on one drive back to back to back? Also yes.  I think we are a decent to good team, but abandoning the run, having zero pass protection, and watching Arnold holding onto the ball longer than a Zach Snyder cut was just as big as a reason we lost that game.",2
4-12 at home vs Power 4 schools at home since 2022,4
"Jury is still out on whether we won or lost our bye week.  In other news, alot of other teams look ass too. So maybe SCar and Florida are winnable games?  We might win a conference game this year?  And we arent as bad as Arkansas!",3
"Copying my comment from the serious discussion thread and maybe adding some:  I just don’t get it man. We should be great, on paper.  We have an offense that should be one of the best in the country. We have a defense on paper that should be good enough to let the Offense win games for us. And yet here we are. Having lost two very winnable games because we can’t seem to play anything close to a complete game. The offense is clicking, the defense can’t stop a run to save their life. The defense locks in and holds ASU to 9 points off 3 turnovers, offense can’t hardly move the ball. The only thing we’re consistently good at is punting and we hardly do that.  The team is constantly starting games without energy.  I don’t know if the answer is firing Dave or not, but something has to give. I don’t even know if there’s anyone worth hiring this cycle.   Holy shit that game was so frustrating to watch. It might have actually broken me as a Baylor fan.   Like if we’re mid with mid staff and a mid roster, that’s fine. I can even accept that. But to be this mid with the roster we have and the alleged pedigree we have at coaching, this level of performance is frankly unacceptable.",2
"Where do I start?   Giving up 63 points to Indiana, not taking anything away from them, they might have played the best game I’ve ever seen!  The offensive line is Swiss cheese!",6
"I can’t, I just can’t.",2
Officiating was BAD but do we win without a few favorable overturns? I really want a breakdown of the busted coverage “substitution” play and the forced fumble TD “incomplete pass” and I’m sure a lot of people want it.,2
"LSU: Sure we put up 56 yesterday but we still have yet to score more than 23 against an FBS team, we’ll have to do better if we want to beat Ole Miss  MTSU: existence is pain",3
Dave Doeren stinks,2
They should all just quit football....,1
If we catch those those two potential ints or just house that that looked like it was potentially a walk in the whole tone of that game shifts.  We got to generate a run game  Otherwise. Im ecstatic with the defense.,6
My 3 key takeaways from Arkansas’ weekend: 1. Fire Pittman 2. Sam Pittman should be unemployed 3. There should be a new head coach of the Razorbacks,1
We’re going to lose next week aren’t we 😞,2
"Mateer. I love him but I’ve never seen a Heisman caliber QB with as many easily fixable issues as he has, that simply do not get fixed.  If you’re going to run, run. Don’t stand back there reading the papers and then decide to do something with your legs once the pocket is collapsing. You’re not actually as fast as the first 3 weeks led you to believe you are.  Not every throw needs to be a bullet pass. The object is for your receiver to catch it, not be speared on the end of it.  If you could maybe not commit one brain dead turnover a game that would be nice.  Yes our OL is not great, you know what helps that? Stepping up in the pocket so the guards can seal the edges around you.  Again, all shit that is eminently coachable, but needs to be coached up and coached out yesterday before the rest of the SEC figures him out and we limp to 7-5.",3
There's not enough eggs in the world to satisfy the number I want to throw at SEC officiating,1
How about a little 3rd / 4th and long defense?!,3
"Thinks are looking up!  Because when you've hit such rock bottom that you're in the core of the earth, everywhere you look is up.  But Kyron Drones is also an absolute QB terrorist",2
Our collapses start earlier every season,3
Very significant improvements on offense compared to the first 3 weeks… still lost by 30 points 🙃,4
Imagine if Jackson Arnold knew how to throw and the offensive line wasn’t a spitting imagine of the bangals o line. Be a fucking unit,1
"Can't pass and can't defend the pass, only path to victory is rushing for 300+ yards",2
The Pittman era needs to be over.,2
"No, I dont think I will... 😏",2
"We had a stupidly early bye week, I had to find a way to occupy my Saturday on week 4",3
We’re having a  2024 FSU Esq season,4
Chris Ash  Need I say more??,4
sam pittman is 7-19 in one score games. his hot seat just caught on fire.,4
They didn't play this week!,3
Yeah. Okay.  ...but it's Sam Houten State University.,3
Only good thing about them is they beat Pitt. Really can’t imagine a decent team losing to us,3
We allowed more total offense and points to Purdue than freaking Miami,2
My first flair was really mean towards my second flair. 😕,4
Checking in. Turnovers have been brutal this season. This season is very different than last year’s.,3
Embrace it. Run your coaches until their contracts expire. That is the way.,4
We would be 4-0 and ranked if our QB were ready to play the first two weeks.,2
"Jackson Arnold, a massive improvement at QB from last year, has no touch and cannot be trusted to win big games",2
Clemson.  Thank you for coming to my Ted Talk,4
We are such a sloppy football team,1
Can we fire Napier already?? I can’t take much more of “our guys competed”,1
"If you told me that my old school, who doesn’t even offer scholarships, would not only be better than my main team but have the best record in the state I would’ve laughed long and hard at you. What the fuck bro",1
Mizzou's secondary was godawful last night. Damn near every drive had a 20+ yard completion to a wide open SC receiver. If SC didn't give up so many penalty yards this would've been a much closer game  Beau/the RB duo/OL and DL were chef's kiss though,0
"Hmmm, which one?  Nebraska: play the one score loss tune 🎶 chasing three my ass  Florida: lol DJ, PLAY BETTER MUSIC",3
"[Begin rant]  Utah can’t recruit a goddamn QB to save their life. Every fucking year, it’s the defense holding on for dear life as they’re on the field 3/4ths of the game. Our defense deserves better. So much better.  EVERY FUCKING YEAR THE MEDIA AND COACHING STAFF CONVINCE US WE HAVE AN OFFENSE, I’m so sick of this shit. I want off the damn carousel. I don’t want to see another damn article about the improved Utah offense. I don’t want the Utes ever to be ranked again. As soon as we get national attention, we get bent over and sodomized.  [End rant]  Oh…. Before I forget:  Dear Elohim,  <ul> <li>May BYU players and fans always have a rock in their shoe, </li> <li>may they be perpetually sunburned,</li> <li>may someone ever be chewing with their mouth open in their immediate proximity,</li> <li>may they always have to wait for a bathroom, </li> <li>let them always forget to put gas in their tank, </li> <li>may they leave a light on in their car and have a dead battery, </li> <li>may they always miss a step on every staircase,</li> <li>may their Diet Coke always be flat,</li> </ul>  Amen.",0
"SMU's fall from grace last year is an incredible sight to see, I knew we'd be bad but our defense deserves to be demoted back to HS football",1
Hail to the commonwealth!!!,6
"i think the mistake was calling that a catch in real time.  at that point you almost needed to uphold it on replay.  but live speed that shit did not feel close to a catch, and i think had that been the call it was pretty easy to uphold",1
That was an emphatic field storming! So much so that ESPN couldn’t even locate the interview until almost the end of it lol.,2
I hate when the nerds at UVA experience joy,0
"Coolest end of a game and field rush so far, but will be used as the golden example of upping the rush fine to like 500k",4
That fsu player is gonna be filing a lawsuit,2
Having students just standing beside the field is very prewar football and cool but when they rush the field it’s something else,2
This game will see who the real sicko fans are,3
Can’t wait to watch a video of that storming again tomorrow. Amazing,2
I really hope that the guys who fell down didn’t get trampled.,3
Was that stadium built for field rushing?,2
"Real talk though, even if (hopefully) that FSU DB didn’t get trampled, imagine just being stuck there in a crowd of navy and orange trying to find the exit",3
That’s just dangerous. That receiver was still sitting while fans were rushing right on top of him.,2
Why were the fans already on the field?,3
Field storming will be ban because of this lol.,2
That was a great watch,6
That might have been one of the quickest field rushes I've ever seen,8
A tsunami of people....,4
Great heart by Virginia they cooked all game,6
suck it Criminoles,1
The dude who flipped of Castellanos and filmed him is a fucking punk,1
"Abuséis the refs didn’t pause the game, actually ridiculous for the players safety.",2
I’m Absolutely pro field storming but uhh that maybe wasn’t ideal haha hope that FSU receiver didn’t get trampled sheesh,3
Why was the UVA student section allowed to stand on the field before the game was over? They really should have moved to the other end of the stadium,2
Holy shit now we get PAC 1(2) after dark!,1
Game of the year,8
i am all for field stormings but that fsu player was still on the ground when those fans stormed over him.,2
That FSU WR is buried in the end zone more than Jimmy Hoffa.,3
Damn that was fun,6
Weird going from 2-10 to people now literally storming the field after beating us…,2
UVA is a XC/T&amp;F school confirmed,4
FRAUD STATE LOL,1
I hope they can work that field rush into sec shorts somehow.,2
That was extremely dangerous,2
Well I'm not going to sleep anytime soon!,2
I'm impressed that reporter could find that QB so fast in that mob and get that good of a post-game interview in that madness. I didn't catch who it was but she did her job exceptionally well.,8
This game was insane. Keep switching between Livegate and here. Amazing college football,8
"Was that defender able to get up 💀 and the dude who caught the interception, hope they ok",6
We’re such a fucking joke,1
Chanting on the field is cool though,4
Is the WR that went down in the end zone alive?,3
What an amazing time to switch right when there was an INT!,6
Why no replay ?  Rigged .. fire goodell,1
So my question is to what degree is our defense horrible/ Virginia’s offense elite? What’s the balance there?,4
They’re definitely going to be required to build some kind of blockage to prevent that from happening again lol,2
I FUCKING LOVE COLLEGE FOOTBALL,6
"And we introduce you, <em>by an interception by the Beavers</em>  Brother, what????",1
"I love a good field rush, but it would be prudent to have a wall installed at the edge of that hill to slow it down a bit.",2
Hope the WR and DB are good. My god that rush was instant.,6
Scheduling two bums at home right before having to go on the road and face a tough team was probably not a good idea. Thank you for your service FSU.,1
"Alright now everyone stick around for Oregon State, you're not gonna wanna miss this offensive powerhouse showcase  lmao",6
That was a very impressive field storm.,6
WAHOO FUCKING WA FLORIDA STATE MORE LIKE FLORIDA SHIT,0
People complaining about the students storming the field like that are fucking lame.,1
"I don’t like field storming in general, but if one of the players got hurt the lawsuit will make sure it never happens again. That was insane.",1
Are the wr and the cb ok my goodness that crowd rush would have freaked me the tf out 😂,3
In all seriousness is that FSU receiver okay??,6
Holy lawsuit if that fsu player got hurt,3
"Man, what a hook for the next game",6
They need to give those first students on the field a walk on look. The explosion and acceleration was insane. Absolutely exploded off the line,8
Hospitals are gonna be busy up there around late June/early July,2
Nice interception,8
The mf's stormed the field like a Labrador on a piece of chicken on a kitchen floor,2
"i know it’s fun over everything, but that’s kind of a security L. that was straight up dangerous",2
Now the real game,4
"Coach, I don't have enough middle fingers to give you so just take these two",1
lol Norvell,4
That was fun while it lasted.,3
That FSU player got fucking avalanced goodness,2
This is what makes cfb special. All these kids rushing the field loving the win. This is what keeps cfb elite.,4
INDIANA YOU'RE NEXT,6
"Great win, greater field rush",8
The jump cut to 0-0 was sick,8
"That field storm was epic..but also very dangerous. The security personnel should have, at the very least, allowed FSU to get out of the way first.",3
Would have been hilarious if there was a flag.,4
Finding the report in that mess was like a Where's Waldo? book.,3
I don’t think I’ve ever seen a field storm go that quick,4
huge win for Virginia good job!,6
Now they have beaver?,4
"3 bad calls one after the other in the overtimes:<br/> Lousy non-call on the PI<br/> Stopping the play clock when Virginia didn't know the overtime rules<br/> Overturning that catch (yes, you can hold a ball with your fingertips).  To be fair, this one was really close, and I can see thinking it wasn't a catch.  Still, I thought it was a catch and that they got it wrong.",2
Anyone catch the dude running in front of Castellanos with his middle finger lmfao,4
Send the national guard to these football stadiums. Just saw two men get trampled to death.,3
I really think that was a td by fsu but what do I know,3
bro you can't even see the interviewer lmao,3
Hope that receiver made it out alive lol,3
Impressive she found him for an interview in all that!,4
You’d think they won the college playoffs with that rushing the field. oof,2
that must've been scary as fuck for that receiver,3
"Low key thought it was a catch, and also the students rushing the field like that is crazy",4
"Fuck it, give me another OT. I’m still hyped.",3
Hope that FSU receiver is ok and didn’t just get trampled to death,4
These salty FSU tears are delicious,6
Kid is a natural leader,4
Would have been real awkward if a late flag came out after the students already stormed,3
Happy for Virginia. Maybe this is the start of something bigger for their program.,6
"This couldn’t happen to a better fan base after yaal got so cocky eating Bama, eat that L.",2
"Call me old or lame, but I can’t stand the way fans rush to get in the faces of opposing players and coaches when they rush the field",3
What a payoff,6
WAHOOWA,6
"Craziest field rush I’ve EVER seen. Go Hoos, what a game",8
The crowd trampled a bunch of fsu players  What a bunch of obnoxious assholes,2
Looking like Helm’s Deep with that field storming,4
I can't believe this is Chad Morris' son.,4
I enjoy every year when people that are ranked high lose the game. Really makes it more exciting.,6
If you took the under I’m sorry,4
Norvell press conference will be electric,4
That’s the craziest field rush I’ve ever seen and I really hope those trampled people are OK,6
Elite field storm — hats off to the Wahoos,6
What would have happened if there was a flag on the play lol,4
That seemed kinda dangerous honestly. That seemed insanely fast.,4
"Earlier today I planned on switching to TCU-ASU at halftime, but I just couldn’t turn this game off. An instant classic",6
Honestly that field rush was embarrassing. They need to put some fences up so players at least have a 5 seconds to get to a safe spot,2
Uh oh…,2
We need a replay of that field storm,4
Tony Elliott saved his career tonight.,6
There's two players just dead in the end zone.,3
They ran onto the field while the ball was in the air it felt like lmao,4
I hope this does not flip Hiter,4
Jesus I’m ready to run through a wall,2
hell of a game C4,6
That student section is gonna get moved in the next couple years for insurance purposes,4
Dawg what was security doing,4
That was a fun game to watch. Too bad I put 15/15 on FSU in my pool lol,6
counted them chickens just a tad early there FSU,4
GOAT field rush,6
WR and DB were killed but that’s football for you.,3
That’s as great of a field storming as you’re gonna get,4
Where is the post game thread?,4
What a beautiful and gutsy play call to blitz 2 maybe even 3 guys on that,6
I’ve never seen such a dangerous field rush in American sports. Someone could easily die in a scenario like this.,4
That immediate flood of people legit made me think someone’s definitely getting trampled,4
"“That’s why this is the best day of my life” - my 5 year old. It’s like I just watched him get hooked on hard drugs. Sorry you’re into this, dude, but you come by it honestly",3
"WTF is F,at bearded NASCAR pit crew guy doing there?",2
Are the players okay? I swear I just watched the guy that picked it off and the guy he was covering go out like Mufasa.,4
Crowd looked like my dogs when I drop a crumb on the ground,2
Quickest banner update lmao,4
I hope none of the players were injured.  A giant mob trampled right over where the two guys were laying in the end zone.  Completely unacceptable security.,4
That WR definitely had his life flash before his eyes if he is in-fact still alive,4
I guess we can put the brakes on FSU is back talk till,3
I love how nobody is talking about the great game and instead talking about the lightning speed they stormed the field lmao,4
SECbros are we losing the culture war?,4
"Coach, how did you do it? Had nothing to do with our players, it was all some invisible deity that wanted us to win and not them! Let's go!!!",6
"You just gotta love college football. Sorry FSU, your season aint over though, and congrats UVA.",6
INTERVIEW OF THE CENTURY NO CAMERA IN THEIR FACE USING THE ENDZONE CAM TO FIND THEM,6
Look at that sea of white children,4
They need to start rushing the field in the NFL too,4
"That was the best field rush I've ever seen. With the fans literally right there next to the field, no barrier or anything. Props Virginia!",8
Wow,8
December FSU might be in the playoff. Virginia is at home on mid semester break. But tonight these dudes are partying,6
This is why I love college football,8
I think some of our guys got killed with the field rush,3
