"timestamp","Author","Comment"
"2:06:55","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"2:06:56","Mike Fort","DERP DERP DERP"
"2:06:56","el mero mero","assss"
"2:06:56","Brett DiPasquale","WHHHHHAT"
"2:06:57","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"2:06:57","scottintrabartolo","Shit"
"2:06:58","yves newman","yooo wtffff"
"2:06:58","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"2:07:00","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"2:07:00","Isaak Fetzer","LMFAOOOOOOOO"
"2:07:01","SeaSawlt","f*** ohio"
"2:07:02","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"2:07:06","el mero mero","sssshhhhhhh"
"2:07:06","Mito","Wow if they win this that guy is gonna have a long night"
"2:07:06","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"2:07:06","Curly Bill","bruh"
"2:07:07","Braxton Fast","Broooooo USC is amazingggf"
"2:07:08","BIGJEFEGAMING","FFFAAAHHHHH"
"2:07:09","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"2:07:13","Jesse Jimenez","The fix is in USC wins "
"2:07:15","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"2:07:16","scottintrabartolo","Can u believe this"
"2:07:16","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"2:07:18","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"2:07:18","DoKewl","wait best defense ever"
"2:07:20","DoKewl","wtf"
"2:07:20","craig brown","😂😂😂😂😂😂😂😂😂😂😂😂"
"2:07:20","Zack Young","Broooo 😭😭 nga think hes Derrick henry fumbling m shi"
"2:07:21","OHIO STATE","“who wants it”🗣🗣🗣🤣🤣🤣🤣🤣🤣🤣🤣🤣 gus is hilarious "
"2:07:26","el mero mero","everyone is quiet now hahhahaaha"
"2:07:26","Braxton Fast","W Defense from USC best in the nation "
"2:07:30","Rob Brooks","LFGGGG"
"2:07:31","fishinwitkarlproductions","LMAOOOO "
"2:07:33","Rolla","no way bro"
"2:07:37","Kowboykool","😂 bruh have money on usc "
"2:07:37","Graduationdabest","rb need ball security drills "
"2:07:39","Ro Pittman","Ohhhh shit "
"2:07:42","DoKewl","i take everything back i said about usc defense"
"2:07:43","Maliek Combs","this announcer is GOATED"
"2:07:49","Chris Stopher","PARLAY MIGHT BE SAVED"
"2:07:52","scottintrabartolo","Yes way"
"2:07:54","Michael Harley","Oh no the big man could have had it and choked a touchdown. He will never forget that play "
"2:02:44","eric bassham","Gaylib Williams..he is soooo cute holding hands with his boyfriend."
"2:02:47","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"2:02:50","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"2:02:57","Myke Deuce","Let's pray for a miracle from this Non existent USC defense"
"2:02:57","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"2:03:06","Mike Fort","Haynes King surprised me because I remember him sucking ass at A&M."
"2:03:17","scottintrabartolo","If usc missed 2 pointer they are down 1 score"
"2:03:35","rcb","SC needs more than a miracle "
"2:03:49","scottintrabartolo","Going for 2 was smart"
"2:03:52","Kowboykool","Illinois at least need a fg "
"2:04:04","Kowboykool","Are it’s over lemon hot "
"2:04:21","Myke Deuce","USC should send 0 defensive players on the field this drive...the result would be the exact same"
"2:04:26","rcb","SC new improved D is soft AF!"
"2:04:56","DoKewl","can usc get a sack for once"
"2:05:06","DoKewl","this bum chilling with like 4 secs to throw"
"2:05:06","scottintrabartolo","Lag is back"
"2:05:14","Mike Fort","If these USC defensive backs learned how to jump routes, they'd be pulling picks."
"2:05:29","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"2:05:30","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"2:05:31","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"2:05:34","Mike Fort","Illinois offense is predictable. It's like Bielema is reading from a book right now."
"2:05:34","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"2:05:55","Kowboykool","Omg "
"2:06:00","Zzz Ooo","HAHAHAHAHAH"
"2:06:05","letterstotheflock","its over yall"
"2:06:05","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"2:06:10","DoKewl","defense still dog shit"
"2:06:10","yves newman","hahahha"
"2:06:10","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"2:06:15","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"2:06:20","Boddie Bxtch TV","Only if yall knew "
"2:06:27","Ro Pittman","USC is ass cheeks on "
"2:06:29","el mero mero","refs vs usc"
"2:06:31","Mito","Lincoln Riley coming to the Gators watch"
"2:06:38","Myke Deuce","like LITERALLY THE WORST FUCKING DEFENSE IN ALL OF COLLEGE FOOTBALL"
"2:06:39","eric bassham","stay on your feet is a rule that USC don't know"
"2:06:48","el mero mero","lol"
"2:06:48","el mero mero","lol"
"2:06:48","SeaSawlt","Ohio lord"
"2:06:49","Mike Fort","lol"
"2:06:49","Isaak Fetzer","LMAOOOO"
"2:06:49","DoKewl","OMG"
"2:06:49","el mero mero","lol"
"2:06:49","BIGJEFEGAMING","we got it "
"2:06:49","Micah","wtf"
"2:06:50","el mero mero","lol"
"2:06:51","letterstotheflock","wtf"
"2:06:52","DoKewl","NO WAY"
"1:58:21","Mike Fort","why go for 2"
"1:58:23","Marquis Wallace","maviva heard the chat talking shit lol"
"1:58:25","Mike Fort","are you fucking stupid"
"1:58:37","Nikola Šarić","shame USC defense cant stop anything"
"1:58:44","Mike Fort","Got away with a hold."
"1:58:47","Lucas Mccarty","why did they do that lol"
"1:58:48","SeaSawlt","no pressure?!?!?!"
"1:58:50","BIGJEFEGAMING","lmaooo he def heard us "
"1:58:58","OHIO STATE","that was a dot"
"1:58:58","Lucas Mccarty","that center was mugging that dude"
"1:58:58","Throgmorton Art Studio","That was really risky. why the hell would they go for 2? jeez. "
"1:58:59","Marquis Wallace","comeback uploading "
"1:59:02","Chris Stopher","LEMON IS THE GREATEST WR OF ALL TIME OMGG"
"1:59:05","scottintrabartolo","?"
"1:59:05","Sorensen","the fuck was that gus"
"1:59:07","Mike Fort","Convert or not, that decision made 0 sense."
"1:59:15","Sorensen","🤣"
"1:59:16","BIGJEFEGAMING","i fell asleep for a good 2 mins no kap td woke me up lol"
"1:59:17","Nico!","maiavah is nice.. had all day to throw but still"
"1:59:18","DoKewl","right lol"
"1:59:19","Throgmorton Art Studio","yeah dude. "
"1:59:22","SeaSawlt","I agree mike"
"1:59:29","Dylan Nielsen","They went for two because now with a stop and a touchdown they are ahead."
"1:59:29","Myke Deuce","Makai Lemon is a dawg. And Our Defense will forever be ASS."
"1:59:30","eric bassham","Riley is such a weak man and leader"
"1:59:32","yves newman","Ok not bad but their defense is going to lose the game"
"1:59:34","OHIO STATE","gus has autism just a little bit "
"1:59:35","Braxton Fast","As an SC fan I can see their offense is pretty good as usual but they have 0 defense "
"1:59:46","SeaSawlt","but to rush 3 and give him 3 mins to throw is diabolical"
"1:59:50","Throgmorton Art Studio","nobody calls plays like that. "
"1:59:52","Mike Fort","If that was your plan, then you take the point here, then go for 2 on the next TD."
"1:59:57","Sorensen","Michigan OSU game will be good this year"
"1:59:57","Throgmorton Art Studio","that's a huge risk. "
"1:59:59","Braxton Fast","It’s always a shootout with SC cuz if they don’t score every drive it’s likely they loose "
"2:00:17","Dylan Nielsen","Going for two now gives you time to still win the game if you failed."
"2:00:17","SeaSawlt","michigan osu best game every year"
"2:00:20","Myke Deuce","USC Defense is literally ASS!!"
"2:00:42","Mike Fort","That was like the kid brother who goes for it on 4th and 37 on Madden because ""pUnTiNg iZ t3h gAy""."
"2:01:01","Mike Fort","Better."
"2:01:18","Vulcanized Viton","t mobile internet?"
"2:01:33","Mike Fort","This GA Tech/Wake Forest game is good."
"2:01:43","BIGJEFEGAMING","caleb williams played for usc?"
"2:01:52","Mike Fort","Found a game to replace the ass raping ND was giving Arkansas."
"2:02:03","SeaSawlt","Haynes king is a dawg.. lions need a backup its the perfect fit"
"2:02:09","Dylan Nielsen","It also puts more pressure on the Illinois offense to score."
"2:02:19","Mike Fort","Georgia Tech was my preseason pick to win the ACC."
"2:02:31","Vulcanized Viton","you serious big jeff"
"2:02:31","Mike Fort","I thought Clemson would fall off. Not to this level but fall off still."
"1:53:25","Hdhdhd Hdhddh","am i seeing something?"
"1:53:28","DoKewl","actual retarded"
"1:53:28","PepeJTrumpHFW","I guess not."
"1:53:31","rcb","Riley should have to walk home"
"1:53:33","Mike Fort","Well, maybe I might reconsider after today."
"1:53:33","Hdhdhd Hdhddh","no way we just ran the ball right?"
"1:53:36","eric bassham","the offense has only scored 17 points on Little ol Illy.. USC is not a playoff team"
"1:53:42","2022Bobber","@Mike Fort No its not"
"1:53:48","Mike Fort","They move it great between the 20s, but once they get near the red zone the Ferrari breaks down."
"1:53:52","scottintrabartolo","Run"
"1:53:58","Nikola Šarić","Maiava is decent"
"1:54:07","scottintrabartolo","That was close"
"1:54:08","PepeJTrumpHFW","Big play. Nice play."
"1:54:27","Leonardo Sessegolo","why are they talking about defense, Illinois gave up 60 last week"
"1:54:32","Nikola Šarić","close"
"1:54:45","rcb","SC should move back to the Pac 2"
"1:54:55","Mike Fort","Last week is not a proper litmus test for what Illinois is."
"1:55:06","Mike Fort","That was clearly a one-off."
"1:55:12","TehHammer","Bert's substitutions are the dorkiest thing in college football."
"1:55:20","Nikola Šarić","when is Maiava coming out"
"1:55:25","DoKewl","USC needs to score TD here or its over"
"1:55:27","scottintrabartolo","Movin"
"1:55:35","Kowboykool","Lemon should hit the portal like branch play for a real team "
"1:55:47","eric bassham","USC was going to rule the big 10... 😂"
"1:56:11","Mike Fort","Nobody outside of southern Calfornia thought USC was gonna ""rule"" jack shit."
"1:56:30","Mike Fort","At least they're better than their cross-town rival."
"1:56:39","yves newman","Damn USC sucks man lmao 🤣 Their defense can't stop shit"
"1:56:41","scottintrabartolo","Game stop for defense subs?"
"1:56:44","Mike Fort","This UCLA team might be the most hilarious sack of shit I've seen in 10 years."
"1:56:49","Nikola Šarić","USC trash"
"1:56:53","2022Bobber","ILL D isn't that great (see last week)... yet USC getting PWND"
"1:56:59","SeaSawlt","both these teams shouldn't be ranked"
"1:56:59","Nikola Šarić","UCLA trash, Los Angeles trasg"
"1:57:02","user-4ms2tg1r","2 Non Wooden Titles Since 1978!"
"1:57:14","SeaSawlt","Illinois is clearly mich better though"
"1:57:18","Mike Fort","This is football."
"1:57:51","Kowboykool","Boy a beast "
"1:57:51","BIGJEFEGAMING","letssss gooooooo"
"1:57:52","OHIO STATE","good shit "
"1:57:53","Eric Waterhouse","WOWWWWWw"
"1:57:53","Mike Fort","How about that, they finally learned how to red zone."
"1:57:53","scottintrabartolo","Big"
"1:57:55","eric bassham","Sooner fans knew what was up with Riley and tried to tell all the arrogant USC fans but they wouldn't believe it... 😆 .... now do you believe the Oklahoma fans about Riley.. 😆😆😆 thanks again"
"1:57:55","2022Bobber","Told u... ILL D is pretty garbage"
"1:57:57","Nikola Šarić","I like Maiava tho , he is nice"
"1:58:03","OHIO STATE","no get a damn stop "
"1:58:08","OHIO STATE","now*"
"1:58:11","Chris Stopher","IT AINT OVER YET BOYYYSSS"
"1:58:19","Mike Fort","wtf"
"1:47:28","Micah","td"
"1:47:28","scottintrabartolo","Good answer"
"1:47:28","Mike","DB got cooked in man to man"
"1:47:30","PepeJTrumpHFW","I wasn't wtching."
"1:47:32","Mike Fort","Illinois is eating on screens and slants"
"1:47:38","Mike","you cant get cooked like that without help "
"1:47:41","kenny bob","Trojans leaking 😀"
"1:47:47","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:48:00","scottintrabartolo","That looked too easy"
"1:48:01","eric bassham","Riley will be coaching at Texas tech next year"
"1:48:17","rcb","SC looks like a JUCO school....lose on!"
"1:48:27","Nikola Šarić","Riley alergic to defense"
"1:48:41","Mike"," DB bought the fake that the WR was going towards teh sidlines and he wentt into the middle "
"1:48:42","rcb","SC will give Riley a raise "
"1:49:03","Lucas Mccarty","Stinkin Riley"
"1:49:13","Garry Mac","Trojan got a hole poked in it."
"1:49:27","Mike Fort","Riley is an offensive coordinator disguised as a head coach."
"1:49:35","rcb","SC would be the bottom dwellers in the Pac 2"
"1:49:45","PepeJTrumpHFW","Somehow Illinois is going to win Homecoming."
"1:49:50","Braxton Fast","SC got no defense and it makes me very sad"
"1:49:57","scottintrabartolo","Trojan horse is limping"
"1:50:11","Mike Fort","The fact that SC made zero defensive adjustments at halftime tells me all I need to know about them."
"1:50:43","dan123419","dodged a bullet here lol"
"1:51:14","rcb","The new improved Trojan D....SC gonna B lucky to finish 6th or 7th in conference"
"1:51:29","Rodh448","ion no might be me...dem yellow flags starting to drop against Illinois"
"1:51:35","eric bassham","remember all the USC hype and how they were gonna rule college football from the Meca with stinky Linky Riley... hilarious 😆.. oh and thanks again..... Boomer"
"1:51:52","SeaSawlt","what adjustments can you make?"
"1:52:05","Mike Fort","If USC had an AVERAGE defense they're a playoff team."
"1:52:05","rcb","UCLA gonna beat the pathetic trojan"
"1:52:08","scottintrabartolo","USC needs a big play"
"1:52:14","SeaSawlt","almeyer is bigger faster stronger and smarter than all 11 of their starters"
"1:52:17","Mike Fort","Quit playing this zone shit."
"1:52:27","Lucas Mccarty","Lol"
"1:52:30","SeaSawlt","man up altmeyer?"
"1:52:32","kenny bob","Adjust your jockstrap. "
"1:52:34","SeaSawlt","yeah right"
"1:52:37","Mike Fort","They're getting crucified on these RB screens and quick slants."
"1:52:38","rcb","SC will never play for a big 10 conference championship"
"1:52:39","PepeJTrumpHFW","Time for more scoring,"
"1:52:44","Lucas Mccarty","Seasaw troll"
"1:52:48","2022Bobber","USC w/D = Playoffs? Nope sorry, they're too small, offense keeps getting chewed up by B1G D"
"1:53:02","DoKewl","does this USC qb not run lol?"
"1:53:07","DoKewl","it was wide open to the right to run"
"1:53:13","PepeJTrumpHFW","Now USC makes a big play, I think. . ."
"1:53:16","Mike Fort","USC's offense is plenty fine."
"1:53:23","DoKewl","what is this offensive play calling"
"1:53:23","Kowboykool","Cooked "
"1:53:24","Nikola Šarić","great play call Riley"
"1:41:21","DoKewl","USC need to blitz the qb more"
"1:41:45","scottintrabartolo","So many food commercials "
"1:42:12","Mike Fort","So many commercials period."
"1:42:22","Mike Fort","They shortened the game so they could add more."
"1:42:29","BIGJEFEGAMING","good games this sunday "
"1:43:20","Gods Pocket","Washington Capitals will win the Stanley Cup. Ovechkin will score another 40 goals. "
"1:43:28","PepeJTrumpHFW","It would seem that Illinois is going to score on this drive."
"1:43:35","Mike Fort","Bucs/Eagles is really the only mildly interesting game."
"1:43:50","Kowboykool","Two of my favorite QBs playing each other 😩 "
"1:44:16","Mike Fort","My Lions get a bye this week,."
"1:44:23","scottintrabartolo","One never knows do one"
"1:44:39","Mike","Parsons playing against the Cowboys should be interesting "
"1:44:50","Mike","I think Parsons sacks Dak at least 3 x"
"1:45:03","Mike Fort","It's a storyline but Cowboys winning would be a minor miracle."
"1:45:09","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:45:12","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:45:13","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
